PREGUNTA,Parte,Dificultad,OPCION_CORRECTA,TEXTO,Discriminacion,_,__
"Choose the most appropriate ending to the statement.<br><br>If you don&#146;t listen to your parents' advice,",2.0,-0.1727266911,S,a) they will probably feel very disappointed.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>If you give me a 10 % discount,",2.0,1.383838159,N,c) I&#146;ll be the salesclerk of the month.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>If you give me a 10 % discount,",2.0,1.383838159,S,b) I&#146;ll buy two.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>If you give me a 10 % discount,",2.0,1.383838159,N,a) sales will reach their highest peak.,1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>If you had a job,2.0,3.263371088,N,c) you&#146;d have all the free time in the world,1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>If you had a job,2.0,3.263371088,N,b) your wouldn&#146;t be so busy now,1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>If you had a job,2.0,3.263371088,S,a) you&#146;d  be able to save some money.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>If you invested some time into learning how the Internet works,",2.0,0.9151833626000001,N,c) we would be behind technologically.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>If you invested some time into learning how the Internet works,",2.0,0.9151833626000001,N,b) the investment will increase by 5%,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>If you invested some time into learning how the Internet works,",2.0,0.9151833626000001,S,a) you&#146;d find that it could really help you in your job.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>If you sell more than you did last year,",2.0,0.8096226287,N,c) you&#146;ll be in big trouble with your boss.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>If you sell more than you did last year,",2.0,0.8096226287,N,b) you&#146;ll soon be fired.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>If you sell more than you did last year,",2.0,0.8096226287,S,a) you'll be able to buy a new car.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>If you spent more time on your own problems and a bit less on mine,",2.0,0.7352934973999999,N,c) your problems would be mine too.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>If you spent more time on your own problems and a bit less on mine,",2.0,0.7352934973999999,N,b) we&#146;d have more problems.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>If you spent more time on your own problems and a bit less on mine,",2.0,0.7352934973999999,S,a) we&#146;d understand each other better.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>If you spoke less and listened more,",2.0,0.6956738449,N,a) you&#146;d have a larger collection of films and records.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>If you spoke less and listened more,",2.0,0.6956738449,N,b) you&#146;d speak languages better.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>If you spoke less and listened more,",2.0,0.6956738449,S,c) you&#8217;d be more aware of what people really felt.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>I have been living here for the last six months,",2.0,-1.4019700069999999,N,c) and I&#146;ve thinking about moving here for a few days.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>I have been living here for the last six months,",2.0,-1.4019700069999999,S,a) and I&#146;ve tried hard to adapt myself to the new environment.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>I have been living here for the last six months,",2.0,-1.4019700069999999,N,b) and I moved out recently.,1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>I love soccer. Manchester United is on television this evening.,1.0,0.989692276,S,a) I&#146;m going to watch the match,1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>I love soccer. Manchester United is on television this evening.,1.0,0.989692276,N,"c) Ok, I'll get the tickets.",1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>I love soccer. Manchester United is on television this evening.,1.0,0.989692276,N,b) I think it is going to be a good chance to play.,1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>I miss having my own transportation; _______________.,2.0,0.5947027886999999,N,b) I really need to get rid of this old car. ,1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>I miss having my own transportation; _______________.,2.0,0.5947027886999999,S,a) I&#8217;m spending a lot on taxi cabs.,1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>I miss having my own transportation; _______________.,2.0,0.5947027886999999,N,c) it takes me wherever I want to go.,1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>I won&#146;t make it on time.,2.0,0.3309625113,S,c) My blind date has been waiting for at least ten minutes now.,1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>I won&#146;t make it on time.,2.0,0.3309625113,N,a) I&#146;ve had a lot of fun with my date so far.,1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>I won&#146;t make it on time.,2.0,0.3309625113,N,b) We&#146;ve been dating for a long time.,1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>Look at those clouds.,1.0,-0.43891154090000006,N,c) It's going to be fall soon.,1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>Look at those clouds.,1.0,-0.43891154090000006,N,b) It&#146;s going to be a fun show.,1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>Look at those clouds.,1.0,-0.43891154090000006,S,a) It&#146;s going to rain.,1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>Monica will visit her parents on vacation,2.0,0.8804413483,S,a) if  she gets a raise.,1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>Monica will visit her parents on vacation,2.0,0.8804413483,N,c) if she gets someone to take care of them.,1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>Monica will visit her parents on vacation,2.0,0.8804413483,N,b) unless she has time.,1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>My boss received an urgent call. He asked me to ...,3.0,1.29952887,S,c) have all his meetings cancelled.,1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>My boss received an urgent call. He asked me to ...,3.0,1.29952887,N,b) have an ambulance called.,1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>My boss received an urgent call. He asked me to ...,3.0,1.29952887,N,a) call 911.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>My tire was flat, so ...",3.0,0.2646411063,N,c) I got checked because I was tired.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>My tire was flat, so ...",3.0,0.2646411063,N,b) The tire was on the pavement.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>My tire was flat, so ...",3.0,0.2646411063,S,a) I had the tire pressure checked.,1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>The train is in the station. The guard is calling the passangers.,1.0,1.194368412,N,c) They&#146;re going to fall off soon.,1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>The train is in the station. The guard is calling the passangers.,1.0,1.194368412,N,a) I think he&#146;s going to answer it.,1.0,0.0,0.0
Choose the most appropriate ending to the statement.<br><br>The train is in the station. The guard is calling the passangers.,1.0,1.194368412,S,b) I think the train is going to leave.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>They didn&#146;t feel like eating out last night, __________________.",2.0,1.438217604,N,"c) therefore, they went to a restaurant. ",1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>They didn&#146;t feel like eating out last night, __________________.",2.0,1.438217604,S,a) so they cooked instead.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>They didn&#146;t feel like eating out last night, __________________.",2.0,1.438217604,N,b) but  they stayed at home.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>Tony asked me if I could have his watch repaired, so ...",3.0,1.1055817609999998,S,a) I had to have the watch fixed.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>Tony asked me if I could have his watch repaired, so ...",3.0,1.1055817609999998,N,b) I watched the repairman repair his watch.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>Tony asked me if I could have his watch repaired, so ...",3.0,1.1055817609999998,N,c) Tony watched me repair his watch.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>Unless you do something really bad,",2.0,-2.176876596,S,a) you don&#146;t have to worry about your job. It&#146;ll be quite safe.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>Unless you do something really bad,",2.0,-2.176876596,N,b) you will be fired for your actions.,1.0,0.0,0.0
"Choose the most appropriate ending to the statement.<br><br>Unless you do something really bad,",2.0,-2.176876596,N,c) your boss will send you a memo and you&#146;ll be in big trouble.,1.0,0.0,0.0
Choose the most appropriate ending to this statement.<br><br>John is standing by the bath. The water is running.,1.0,2.242616772,S,c) I think he&#146;s going to take a shower.,1.0,0.0,0.0
Choose the most appropriate ending to this statement.<br><br>John is standing by the bath. The water is running.,1.0,2.242616772,N,a) I think he&#146;s going to run too.,1.0,0.0,0.0
Choose the most appropriate ending to this statement.<br><br>John is standing by the bath. The water is running.,1.0,2.242616772,N,b) I think he&#146;s going to leave.,1.0,0.0,0.0
Choose the most appropriate ending to this statement.<br><br>Look at the lion running after the zebra.,1.0,0.9960207014,S,c) I think it&#146;s going to eat it.,1.0,0.0,0.0
Choose the most appropriate ending to this statement.<br><br>Look at the lion running after the zebra.,1.0,0.9960207014,N,b) They&#146;re going to have a wonderful time,1.0,0.0,0.0
Choose the most appropriate ending to this statement.<br><br>Look at the lion running after the zebra.,1.0,0.9960207014,N,a) I think they are going to have a chat.,1.0,0.0,0.0
Choose the most appropriate ending to this statement.<br><br>The man is walking into the bank with a gun.,1.0,2.8019693169999997,S,a) He&#146;s going to rob it.,1.0,0.0,0.0
Choose the most appropriate ending to this statement.<br><br>The man is walking into the bank with a gun.,1.0,2.8019693169999997,N,c) I think he&#146;s going to ask for a loan.,1.0,0.0,0.0
Choose the most appropriate ending to this statement.<br><br>The man is walking into the bank with a gun.,1.0,2.8019693169999997,N,b) I think he&#146;s going to deposit it.,1.0,0.0,0.0
Choose the most appropriate ending to this statement.<br><br>The plane&#146;s engine is on fire!,1.0,2.103646775,N,a) I think it&#146;s going to leave.,1.0,0.0,0.0
Choose the most appropriate ending to this statement.<br><br>The plane&#146;s engine is on fire!,1.0,2.103646775,S,c) Oh God! It&#146;s going to crash.,1.0,0.0,0.0
Choose the most appropriate ending to this statement.<br><br>The plane&#146;s engine is on fire!,1.0,2.103646775,N,b) It's because it&#146;s going to land.,1.0,0.0,0.0
Choose the most appropriate response.<br><br>Did you hear the news? Peter was taking a walk last night when he got robbed.,2.0,-0.37341586549999994,N,b) I never watch the news.,1.0,0.0,0.0
Choose the most appropriate response.<br><br>Did you hear the news? Peter was taking a walk last night when he got robbed.,2.0,-0.37341586549999994,N,a) I'm glad for him. The exercise will do Rob well.,1.0,0.0,0.0
Choose the most appropriate response.<br><br>Did you hear the news? Peter was taking a walk last night when he got robbed.,2.0,-0.37341586549999994,S,c) Oh no! That's the third time this week.,1.0,0.0,0.0
Choose the most appropriate response to this question .<br><br>Are there any posters on your bedroom walls?,1.0,0.8202094061,N,c) Lots of people have posters on their walls.,1.0,0.0,0.0
Choose the most appropriate response to this question .<br><br>Are there any posters on your bedroom walls?,1.0,0.8202094061,S,"b) Yes, but there aren't any music posters, I only like sports",1.0,0.0,0.0
Choose the most appropriate response to this question .<br><br>Are there any posters on your bedroom walls?,1.0,0.8202094061,N,"a) Yes, the message was posted on the wall.",1.0,0.0,0.0
Choose the most appropriate response to this question.<br><br>Are there many people at the party?,1.0,0.858881565,N,"c) Yes, take some before they're finished.",1.0,0.0,0.0
Choose the most appropriate response to this question.<br><br>Are there many people at the party?,1.0,0.858881565,S,"b) No, just some relatives and John's friends.",1.0,0.0,0.0
Choose the most appropriate response to this question.<br><br>Are there many people at the party?,1.0,0.858881565,N,"a) Yes, leave before they arrive.",1.0,0.0,0.0
Choose the most appropriate response to this question.<br><br>Are they nice people?,1.0,1.945369098,N,"c) No, they&#146;re in the living room.",1.0,0.0,0.0
Choose the most appropriate response to this question.<br><br>Are they nice people?,1.0,1.945369098,S,"b) No, they&#146;re completely intolerable.",1.0,0.0,0.0
Choose the most appropriate response to this question.<br><br>Are they nice people?,1.0,1.945369098,N,"a) No, they&#146;re from Italy.",1.0,0.0,0.0
Choose the most appropriate response to this question.<br><br>Are you on a diet? You look terrific!,1.0,0.9476768711,N,c) I know! I can&#146;t help eating ice cream.,1.0,0.0,0.0
Choose the most appropriate response to this question.<br><br>Are you on a diet? You look terrific!,1.0,0.9476768711,S,b) Thanks! I just stopped eating sugar and fat. ,1.0,0.0,0.0
Choose the most appropriate response to this question.<br><br>Are you on a diet? You look terrific!,1.0,0.9476768711,N,"a) Sorry, I can&#146;t stop eating candies. I feel awful!",1.0,0.0,0.0
Choose the most appropriate response to this question.<br><br>Are you quite sure you understand what to do?,2.0,1.160664256,N,a) I&#146;m not sure you understand.,1.0,0.0,0.0
